"community","no of nodes","indegree","ind"," no of nodes max in","no of sink nodes"
"1396","650","9503192.0","1","649","289"
"1397","7407","3135.0","1","7406","3611"
"1398","3","9503192.0","1","2","1"
"1399","7325","9611003.0","1","7324","3568"
"1400","2","102115.0","1","1","1"
"1401","9214","9606159.0","1","9213","4574"
"1402","3158","9407180.0","1","3157","1480"
"1403","9454","9609176.0","1","9453","4692"
"1404","9453","9609176.0","1","9452","4691"
"1405","9208","9612052.0","1","9207","4579"
"1406","2","9903103.0","1","1","1"
"1407","987","102202.0","1","986","452"
"1408","11490","9512155.0","1","11489","5752"
"1409","9711","9512155.0","1","9710","4816"
"1410","36","204249.0","1","35","16"
"1411","7275","9902066.0","1","7274","3524"
"1412","2","9806025.0","1","1","1"
"1413","7299","9512048.0","1","7298","3549"
"1414","5","9911177.0","1","4","3"
"1415","16","9711144.0","1","15","10"
"1416","12","9805089.0","1","11","7"
"1417","4","103076.0","1","3","3"
"1418","591","9811233.0","1","590","267"
"1419","9917","9503105.0","1","9916","4933"
"1420","9658","9506181.0","1","9657","4772"
"1421","4","9603020.0","1","3","1"
"1422","3","9603180.0","1","2","1"
"1423","6","6126.0","1","5","3"
"1424","96","9509133.0","1","95","49"
"1425","18","9603180.0","1","17","6"
"1426","3","9603180.0","1","2","1"
"1427","11","3192.0","1","10","7"
"1428","7","9404190.0","1","6","3"
"1429","12","9609033.0","1","11","9"
"1430","3","9609033.0","1","2","1"
"1431","519","5136.0","1","518","228"
"1432","3224","9702035.0","1","3223","1539"
"1433","10005","9306080.0","1","10004","4980"
"1434","10603","9504104.0","1","10602","5318"
"1435","2534","9905230.0","1","2533","1190"
"1436","123","9912083.0","1","122","50"
"1437","7","105033.0","1","6","4"
"1438","2055","2126.0","1","2054","938"
"1439","7299","9806120.0","1","7298","3544"
"1440","1634","9912236.0","1","1633","769"
"1441","38","2136.0","1","37","19"
"1442","3240","9407027.0","1","3239","1533"
"1443","4086","9804188.0","1","4085","1953"
"1444","4145","9702046.0","1","4144","1978"
"1445","4141","101067.0","1","4140","1967"
"1446","5","2139.0","1","4","2"
"1447","530","9511153.0","1","529","232"
"1448","3","8005.0","1","2","1"
"1449","11782","9511153.0","1","11781","5953"
"1450","10560","9511153.0","1","10559","5288"
"1451","4","9406007.0","1","3","2"
"1452","531","9511153.0","1","530","232"
"1453","10825","9602049.0","1","10824","5416"
"1454","4","9209084.0","1","3","3"
"1455","834","9812113.0","1","833","377"
"1456","834","9907077.0","1","833","377"
"1457","7312","9307180.0","1","7311","3538"
"1458","7322","9303050.0","1","7321","3544"
"1459","7309","9606130.0","1","7308","3537"
"1460","7317","9606130.0","1","7316","3542"
"1461","7318","9606143.0","1","7317","3543"
"1462","7326","9303050.0","1","7325","3547"
"1463","7313","9307180.0","1","7312","3538"
"1464","2","9611048.0","1","1","1"
"1465","7480","4146.0","1","7479","3640"
"1466","11844","9501071.0","1","11843","5934"
"1467","12708","9501071.0","1","12707","6428"
"1468","10937","9403137.0","1","10936","5479"
"1469","10749","9503016.0","1","10748","5374"
"1470","7410","9409064.0","1","7409","3590"
"1471","9358","9207020.0","1","9357","4639"
"1472","9343","9207020.0","1","9342","4631"
"1473","9351","9302014.0","1","9350","4635"
"1474","133","9606004.0","1","132","63"
"1475","5","6153.0","1","4","3"
"1476","9","9701029.0","1","8","4"
"1477","8","9407179.0","1","7","3"
"1478","9598","9303172.0","1","9597","4768"
"1479","6","9407179.0","1","5","2"
"1480","2227","9505143.0","1","2226","1054"
"1481","10","103129.0","1","9","7"
"1482","2222","9601072.0","1","2221","1054"
"1483","2","9502064.0","1","1","1"
"1484","7","103129.0","1","6","4"
"1485","2","209168.0","1","1","1"
"1486","11314","9505038.0","1","11313","5693"
"1487","2120","3067.0","1","2119","973"
"1488","2","9903268.0","1","1","1"
"1489","1340","9711120.0","1","1339","611"
"1490","12197","9512031.0","1","12196","6159"
"1491","7819","9407105.0","1","7818","3842"
"1492","16","9612216.0","1","15","6"
"1493","4","201071.0","1","3","2"
"1494","1531","5111.0","1","1530","711"
"1495","111","6081.0","1","110","52"
"1496","27","9503008.0","1","26","11"
"1497","8032","9503017.0","1","8031","3942"
"1498","9","2243.0","1","8","3"
"1499","16","9912172.0","1","15","11"
"1500","659","9803234.0","1","658","295"
"1501","11","9803234.0","1","10","4"
"1502","2","205228.0","1","1","1"
"1503","3178","9901032.0","1","3177","1495"
"1504","24","9509019.0","1","23","14"
"1505","9560","9503002.0","1","9559","4760"
"1506","7421","9401093.0","1","7420","3599"
"1507","21","9509019.0","1","20","11"
"1508","754","9506069.0","1","753","337"
"1509","3","7123.0","1","2","1"
"1510","399","2181.0","1","398","172"
"1511","1054","9801062.0","1","1053","493"
"1512","3","9116.0","1","2","1"
"1513","2767","9806009.0","1","2766","1297"
"1514","848","9903020.0","1","847","389"
"1515","11464","9503125.0","1","11463","5776"
"1516","11289","9503125.0","1","11288","5679"
"1517","23","9910042.0","1","22","8"
"1518","12181","9506106.0","1","12180","6154"
"1519","12","9607156.0","1","11","6"
"1520","1349","5028.0","1","1348","627"
"1521","7355","9609238.0","1","7354","3578"
"1522","14","2185.0","1","13","5"
"1523","782","9902157.0","1","781","370"
"1524","9","2188.0","1","8","4"
"1525","9204","9207009.0","1","9203","4553"
"1526","7343","9610224.0","1","7342","3561"
"1527","3139","9706091.0","1","3138","1470"
"1528","3109","9901118.0","1","3108","1456"
"1529","2","9402132.0","1","1","1"
"1530","98","3154.0","1","97","45"
"1531","2198","2191.0","1","2197","1021"
"1532","9382","9608059.0","1","9381","4661"
"1533","1758","3093.0","1","1757","824"
"1534","17","9510197.0","1","16","10"
"1535","22","9510197.0","1","21","11"
"1536","15","106133.0","1","14","8"
"1537","467","9910198.0","1","466","210"
"1538","10902","9602089.0","1","10901","5455"
"1539","10781","9308106.0","1","10780","5388"
"1540","7351","2197.0","1","7350","3577"
"1541","4","2197.0","1","3","3"
"1542","7373","9503137.0","1","7372","3587"
"1543","3","9609206.0","1","2","1"
"1544","35","9412018.0","1","34","17"
"1545","2","104258.0","1","1","1"
"1546","2","2201.0","1","1","1"
"1547","61","3128.0","1","60","29"
"1548","3","5130.0","1","2","2"
"1549","11423","9309094.0","1","11422","5726"
"1550","9292","9302020.0","1","9291","4635"
"1551","11263","9301083.0","1","11262","5658"
"1552","107","9812166.0","1","106","46"
"1553","714","9601080.0","1","713","332"
"1554","10740","9602007.0","1","10739","5380"
"1555","37","9909046.0","1","36","18"
"1556","21","3195.0","1","20","13"
"1557","9531","9401006.0","1","9530","4740"
"1558","416","5179.0","1","415","185"
"1559","3","2208.0","1","2","1"
"1560","7342","9404106.0","1","7341","3571"
"1561","900","9503020.0","1","899","402"
"1562","4","9910264.0","1","3","1"
"1563","9097","9707081.0","1","9096","4532"
"1564","11914","9411210.0","1","11913","6018"
"1565","7927","9406068.0","1","7926","3883"
"1566","9036","9409098.0","1","9035","4501"
"1567","2","9508067.0","1","1","1"
"1568","8441","9411210.0","1","8440","4147"
"1569","2875","2236.0","1","2874","1365"
"1570","92","9909206.0","1","91","37"
"1571","8150","9711183.0","1","8149","4014"
"1572","8707","9610216.0","1","8706","4327"
"1573","104","9612011.0","1","103","46"
"1574","708","9910042.0","1","707","316"
"1575","8783","9508099.0","1","8782","4361"
"1576","11337","9209006.0","1","11336","5688"
"1577","3005","9410140.0","1","3004","1428"
"1578","88","9306035.0","1","87","39"
"1579","9097","9606066.0","1","9096","4528"
"1580","1173","9411176.0","1","1172","560"
"1581","7275","9708072.0","1","7274","3537"
"1582","7897","2221.0","1","7896","3867"
"1583","86","2221.0","1","85","39"
"1584","7903","4196.0","1","7902","3874"
"1585","7900","9402093.0","1","7899","3872"
"1586","7920","9407070.0","1","7919","3880"
"1587","88","9712139.0","1","87","39"
"1588","4149","9312134.0","1","4148","1973"
"1589","2","5096.0","1","1","1"
"1590","9758","9305037.0","1","9757","4845"
"1591","36","9810015.0","1","35","19"
"1592","11208","9503017.0","1","11207","5639"
"1593","8032","9503017.0","1","8031","3942"
"1594","11565","9508107.0","1","11564","5826"
"1595","8027","9605225.0","1","8026","3941"
"1596","2","302133.0","1","1","1"
"1597","8836","9305110.0","1","8835","4390"
"1598","9567","9804063.0","1","9566","4728"
"1599","197","9606095.0","1","196","90"
"1600","8530","9603011.0","1","8529","4197"
"1601","683","9612154.0","1","682","310"
"1602","32","9612154.0","1","31","14"
"1603","45","9612154.0","1","44","20"
"1604","18","9909065.0","1","17","8"
"1605","3","106211.0","1","2","1"
"1606","8746","9512040.0","1","8745","4333"
"1607","11347","9502122.0","1","11346","5706"
"1608","8926","4180.0","1","8925","4435"
"1609","2991","2233.0","1","2990","1416"
"1610","2997","9312048.0","1","2996","1420"
"1611","2","9602127.0","1","1","1"
"1612","2994","9612017.0","1","2993","1418"
"1613","7415","9904204.0","1","7414","3617"
"1614","4","2238.0","1","3","3"
"1615","70","9608056.0","1","69","35"
"1616","8","7242.0","1","7","3"
"1617","1706","9906228.0","1","1705","795"
"1618","11559","9211047.0","1","11558","5797"
"1619","11555","9307145.0","1","11554","5794"
"1620","12366","9209116.0","1","12365","6247"
"1621","12","9607156.0","1","11","6"
"1622","10","9906189.0","1","9","3"
"1623","9027","9310080.0","1","9026","4497"
"1624","7834","9411202.0","1","7833","3852"
"1625","7799","9509035.0","1","7798","3834"
"1626","7764","9604025.0","1","7763","3817"
"1627","2","9503193.0","1","1","1"
"1628","8873","9502087.0","1","8872","4420"
"1629","636","9509047.0","1","635","281"
"1630","634","9509047.0","1","633","280"
"1631","219","9604027.0","1","218","101"
"1632","4","212070.0","1","3","2"
"1633","7396","9703017.0","1","7395","3605"
"1634","5","9909223.0","1","4","3"
"1635","11","8104.0","1","10","6"
"1636","30","8104.0","1","29","15"
"1637","525","9509062.0","1","524","231"
"1638","526","9509062.0","1","525","232"
"1639","1844","9601020.0","1","1843","862"
"1640","7","9805020.0","1","6","4"
"1641","10778","9811246.0","1","10777","5394"
"1642","7292","9410041.0","1","7291","3531"
"1643","2417","9505136.0","1","2416","1112"
"1644","2","9512122.0","1","1","1"
"1645","425","9910065.0","1","424","188"
"1646","9","9910220.0","1","8","4"
"1647","8323","9610045.0","1","8322","4133"
"1648","7399","5028.0","1","7398","3595"
"1649","3","9811236.0","1","2","1"
"1650","29","9310055.0","1","28","14"
"1651","8","9310102.0","1","7","4"
"1652","2","304190.0","1","1","1"
"1653","7346","9706062.0","1","7345","3579"
"1654","1536","3131.0","1","1535","713"
"1655","7384","9508142.0","1","7383","3599"
"1656","20","9508006.0","1","19","7"
"1657","39","9903153.0","1","38","22"
"1658","239","3048.0","1","238","111"
"1659","10","6105.0","1","9","7"
"1660","7348","9508003.0","1","7347","3576"
"1661","2","102179.0","1","1","1"
"1662","2","9510024.0","1","1","1"
"1663","8","3010.0","1","7","4"
"1664","13","8195.0","1","12","4"
"1665","20","3014.0","1","19","9"
"1666","2","3015.0","1","1","1"
"1667","5","9812064.0","1","4","3"
"1668","1826","3052.0","1","1825","833"
"1669","3462","9401112.0","1","3461","1638"
"1670","3488","9401112.0","1","3487","1651"
"1671","2124","9704076.0","1","2123","986"
"1672","13","110167.0","1","12","7"
"1673","6","5039.0","1","5","3"
"1674","10246","9412078.0","1","10245","5114"
"1675","4","3027.0","1","3","2"
"1676","640","3027.0","1","639","292"
"1677","13","3027.0","1","12","6"
"1678","9129","9802083.0","1","9128","4542"
"1679","562","9301074.0","1","561","251"
"1680","9003","9509096.0","1","9002","4481"
"1681","5","9602173.0","1","4","3"
"1682","2","9812151.0","1","1","1"
"1683","4","9807077.0","1","3","2"
"1684","2","9807077.0","1","1","1"
"1685","2976","9709035.0","1","2975","1420"
"1686","976","9810199.0","1","975","452"
"1687","4","9612005.0","1","3","2"
"1688","58","111228.0","1","57","23"
"1689","566","9405025.0","1","565","247"
"1690","7324","9406203.0","1","7323","3544"
"1691","7312","9604026.0","1","7311","3539"
"1692","3","9503191.0","1","2","1"
"1693","7306","9605062.0","1","7305","3538"
"1694","10","112051.0","1","9","4"
"1695","57","9909011.0","1","56","26"
"1696","183","3144.0","1","182","76"
"1697","39","211259.0","1","38","14"
"1698","31","5169.0","1","30","16"
"1699","4173","9408065.0","1","4172","1989"
"1700","155","109121.0","1","154","69"
"1701","3","9811160.0","1","2","2"
"1702","2","9809206.0","1","1","1"
"1703","4","109185.0","1","3","2"
"1704","2996","9902177.0","1","2995","1427"
"1705","268","9909209.0","1","267","119"
"1706","287","9809018.0","1","286","127"
"1707","18","9908033.0","1","17","7"
"1708","2","9611013.0","1","1","1"
"1709","11623","9212017.0","1","11622","5833"
"1710","10220","9302110.0","1","10219","5085"
"1711","10183","9306134.0","1","10182","5066"
"1712","10200","9301099.0","1","10199","5076"
"1713","11","9305093.0","1","10","4"
"1714","11","9302071.0","1","10","4"
"1715","11","9305093.0","1","10","4"
"1716","11","9305094.0","1","10","4"
"1717","12","3048.0","1","11","7"
"1718","3","9512066.0","1","2","1"
"1719","35","9406062.0","1","34","17"
"1720","3","209079.0","1","2","1"
"1721","1561","9709227.0","1","1560","738"
"1722","5","4004.0","1","4","2"
"1723","6","4004.0","1","5","3"
"1724","2910","3064.0","1","2909","1387"
"1725","9465","9502014.0","1","9464","4719"
"1726","3301","9810035.0","1","3300","1556"
"1727","8331","9902028.0","1","8330","4112"
"1728","784","9902157.0","1","783","372"
"1729","3","9804039.0","1","2","2"
"1730","3","9909075.0","1","2","1"
"1731","7289","9801084.0","1","7288","3535"
"1732","3250","9812177.0","1","3249","1546"
"1733","11500","9503078.0","1","11499","5777"
"1734","148","9704096.0","1","147","65"
"1735","145","9609003.0","1","144","63"
"1736","9","107254.0","1","8","4"
"1737","1406","4056.0","1","1405","646"
"1738","3","102171.0","1","2","1"
"1739","4","9611171.0","1","3","3"
"1740","2340","9805081.0","1","2339","1080"
"1741","8319","9408164.0","1","8318","4102"
"1742","8268","9507036.0","1","8267","4073"
"1743","2","4132.0","1","1","1"
"1744","219","9603152.0","1","218","97"
"1745","30","9403132.0","1","29","17"
"1746","16","9711084.0","1","15","11"
"1747","12","9711084.0","1","11","8"
"1748","10","9709077.0","1","9","5"
"1749","12673","9706143.0","1","12672","6416"
"1750","2333","9409039.0","1","2332","1072"
"1751","25","9711084.0","1","24","15"
"1752","7352","12053.0","1","7351","3583"
"1753","18","9505065.0","1","17","11"
"1754","1003","3085.0","1","1002","464"
"1755","8","9803129.0","1","7","5"
"1756","4278","9903056.0","1","4277","2018"
"1757","4023","9812110.0","1","4022","1891"
"1758","4008","5028.0","1","4007","1892"
"1759","1705","4199.0","1","1704","813"
"1760","3","9508015.0","1","2","1"
"1761","7594","9803120.0","1","7593","3701"
"1762","21","107157.0","1","20","12"
"1763","8875","9504150.0","1","8874","4415"
"1764","18","9905026.0","1","17","9"
"1765","1210","105085.0","1","1209","567"
"1766","1053","105085.0","1","1052","494"
"1767","1327","105085.0","1","1326","623"
"1768","3","9909207.0","1","2","2"
"1769","578","3098.0","1","577","262"
"1770","1478","3099.0","1","1477","696"
"1771","7465","9712095.0","1","7464","3642"
"1772","7346","9712095.0","1","7345","3581"
"1773","7345","9706105.0","1","7344","3580"
"1774","117","6216.0","1","116","54"
"1775","2","9309040.0","1","1","1"
"1776","9344","9402156.0","1","9343","4651"
"1777","11288","9305109.0","1","11287","5678"
"1778","3","205256.0","1","2","2"
"1779","33","3108.0","1","32","16"
"1780","2","9802192.0","1","1","1"
"1781","8","102012.0","1","7","5"
"1782","839","9709007.0","1","838","380"
"1783","9","10139.0","1","8","4"
"1784","1442","9910188.0","1","1441","678"
"1785","529","9910188.0","1","528","234"
"1786","524","9910188.0","1","523","230"
"1787","11058","9503014.0","1","11057","5563"
"1788","8","3125.0","1","7","6"
"1789","8","3125.0","1","7","4"
"1790","29","3127.0","1","28","20"
"1791","56","9403157.0","1","55","27"
"1792","6","9609083.0","1","5","3"
"1793","437","9411105.0","1","436","191"
"1794","8","9707227.0","1","7","4"
"1795","8","9707227.0","1","7","4"
"1796","14","3128.0","1","13","5"
"1797","5","112175.0","1","4","2"
"1798","7","201228.0","1","6","3"
"1799","3","9409127.0","1","2","2"
"1800","944","3224.0","1","943","428"
"1801","4947","9505161.0","1","4946","2363"
"1802","1202","9505161.0","1","1201","550"
"1803","5","6248.0","1","4","3"
"1804","60","9805030.0","1","59","31"
"1805","3178","9901032.0","1","3177","1495"
"1806","2971","9512101.0","1","2970","1412"
"1807","7","3141.0","1","6","2"
"1808","9","9701029.0","1","8","4"
"1809","7357","9407193.0","1","7356","3586"
"1810","15","3143.0","1","14","7"
"1811","1705","9502015.0","1","1704","795"
"1812","4","9608189.0","1","3","2"
"1813","15","9809081.0","1","14","9"
"1814","3","9079.0","1","2","2"
"1815","211","9811015.0","1","210","89"
"1816","217","9811015.0","1","216","92"
"1817","183","3144.0","1","182","76"
"1818","3","109043.0","1","2","2"
"1819","981","9610009.0","1","980","450"
"1820","2861","3145.0","1","2860","1358"
"1821","7","9903176.0","1","6","3"
"1822","263","204012.0","1","262","106"
"1823","12","9807211.0","1","11","5"
"1824","14","205051.0","1","13","7"
"1825","2","3149.0","1","1","1"
"1826","2","302201.0","1","1","1"
"1827","5142","9612066.0","1","5141","2454"
"1828","3418","9612066.0","1","3417","1606"
"1829","3","3153.0","1","2","1"
"1830","5","8124.0","1","4","4"
"1831","11","9406027.0","1","10","5"
"1832","521","9610006.0","1","520","226"
"1833","6","9504124.0","1","5","2"
"1834","8","9804197.0","1","7","3"
"1835","10","9804197.0","1","9","4"
"1836","1680","3155.0","1","1679","800"
"1837","8","9310168.0","1","7","6"
"1838","17","9904193.0","1","16","7"
"1839","9473","9502091.0","1","9472","4719"
"1840","2744","5015.0","1","2743","1283"
"1841","4","101130.0","1","3","2"
"1842","4357","9901139.0","1","4356","2082"
"1843","7","5044.0","1","6","4"
"1844","7300","9806240.0","1","7299","3560"
"1845","2","9703032.0","1","1","1"
"1846","27","3175.0","1","26","10"
"1847","4414","9803107.0","1","4413","2116"
"1848","4423","9803107.0","1","4422","2123"
"1849","68","9307071.0","1","67","32"
"1850","9513","9401006.0","1","9512","4733"
"1851","8811","9309012.0","1","8810","4390"
"1852","9340","9406207.0","1","9339","4653"
"1853","2866","9903027.0","1","2865","1360"
"1854","9215","9510220.0","1","9214","4557"
"1855","26","9505093.0","1","25","14"
"1856","7276","9511130.0","1","7275","3521"
"1857","7287","9511130.0","1","7286","3524"
"1858","7302","9802102.0","1","7301","3533"
"1859","7281","9802102.0","1","7280","3522"
"1860","7273","9903162.0","1","7272","3519"
"1861","11627","9502077.0","1","11626","5843"
"1862","255","101036.0","1","254","113"
"1863","2","3186.0","1","1","1"
"1864","4","3186.0","1","3","2"
"1865","7371","9601169.0","1","7370","3585"
"1866","1504","9601169.0","1","1503","689"
"1867","1504","9506183.0","1","1503","688"
"1868","808","9230.0","1","807","380"
"1869","2481","9801195.0","1","2480","1152"
"1870","2","206021.0","1","1","1"
"1871","8921","3190.0","1","8920","4416"
"1872","9517","9609153.0","1","9516","4704"
"1873","2","9502154.0","1","1","1"
"1874","571","9412132.0","1","570","254"
"1875","1517","9406099.0","1","1516","694"
"1876","3069","9404012.0","1","3068","1451"
"1877","29","9906185.0","1","28","13"
"1878","20","9604080.0","1","19","10"
"1879","9315","3190.0","1","9314","4634"
"1880","2","3190.0","1","1","1"
"1881","3","103144.0","1","2","1"
"1882","3","3190.0","1","2","2"
"1883","95","9304019.0","1","94","48"
"1884","153","9502089.0","1","152","68"
"1885","3357","9609008.0","1","3356","1585"
"1886","9132","9307170.0","1","9131","4510"
"1887","40","9309014.0","1","39","18"
"1888","9457","9408158.0","1","9456","4711"
"1889","7585","9410010.0","1","7584","3679"
"1890","5228","9503141.0","1","5227","2502"
"1891","9916","9512226.0","1","9915","4933"
"1892","5231","9407186.0","1","5230","2502"
"1893","16","9407186.0","1","15","8"
"1894","7275","7036.0","1","7274","3542"
"1895","9310","9512147.0","1","9309","4631"
"1896","7275","9402106.0","1","7274","3541"
"1897","12","9504160.0","1","11","5"
"1898","5","9407122.0","1","4","3"
"1899","15","9603088.0","1","14","7"
"1900","3","9702194.0","1","2","1"
"1901","3","9308016.0","1","2","2"
"1902","9325","9708114.0","1","9324","4641"
"1903","3","9808144.0","1","2","1"
"1904","495","9503070.0","1","494","217"
"1905","17","9910156.0","1","16","9"
"1906","16","5144.0","1","15","8"
"1907","14","9910156.0","1","13","7"
"1908","4","9407132.0","1","3","3"
"1909","9312","9512065.0","1","9311","4631"
"1910","7","4055.0","1","6","5"
"1911","6","9405160.0","1","5","3"
"1912","2","9912200.0","1","1","1"
"1913","4","3194.0","1","3","2"
"1914","6","9801096.0","1","5","3"
"1915","41","9801075.0","1","40","18"
"1916","19","9410174.0","1","18","14"
"1917","18","9609089.0","1","17","11"
"1918","2","9502159.0","1","1","1"
"1919","2","9701059.0","1","1","1"
"1920","7527","9503002.0","1","7526","3680"
"1921","7398","9503002.0","1","7397","3613"
"1922","4","102179.0","1","3","2"
"1923","3271","9803156.0","1","3270","1522"
"1924","2","9804162.0","1","1","1"
"1925","2888","3208.0","1","2887","1371"
"1926","9","7187.0","1","8","4"
"1927","19","9704069.0","1","18","10"
"1928","9","7187.0","1","8","4"
"1929","2","9607055.0","1","1","1"
"1930","8","9907050.0","1","7","4"
"1931","6","3212.0","1","5","4"
"1932","2","9403130.0","1","1","1"
"1933","3","9603162.0","1","2","2"
"1934","8377","9503105.0","1","8376","4102"
"1935","8380","9503105.0","1","8379","4104"
"1936","3","9603105.0","1","2","2"
"1937","123","9803118.0","1","122","58"
"1938","17","9911105.0","1","16","8"
"1939","7","9911105.0","1","6","3"
"1940","79","9408006.0","1","78","35"
"1941","7","9911105.0","1","6","3"
"1942","2262","9908182.0","1","2261","1054"
"1943","184","110258.0","1","183","80"
"1944","4","104160.0","1","3","2"
"1945","3","3234.0","1","2","2"
"1946","7","9706190.0","1","6","3"
"1947","9728","9512183.0","1","9727","4825"
"1948","16","9512183.0","1","15","8"
"1949","15","5110.0","1","14","8"
"1950","7","9712119.0","1","6","4"
"1951","169","110261.0","1","168","83"
"1952","46","9712124.0","1","45","19"
"1953","3263","9805012.0","1","3262","1516"
"1954","2","9906116.0","1","1","1"
"1955","12","9401014.0","1","11","6"
"1956","263","102160.0","1","262","116"
"1957","2956","9610141.0","1","2955","1399"
"1958","3002","9610030.0","1","3001","1421"
"1959","2","7182.0","1","1","1"
"1960","9","9811184.0","1","8","5"
"1961","2","208211.0","1","1","1"
"1962","8","9412042.0","1","7","2"
"1963","9","9712134.0","1","8","2"
"1964","6","3255.0","1","5","1"
"1965","7338","9612122.0","1","7337","3566"
"1966","2","9410225.0","1","1","1"
"1967","8345","9406212.0","1","8344","4111"
"1968","8","9411081.0","1","7","2"
"1969","3","9710109.0","1","2","1"
"1970","10","9706193.0","1","9","4"
"1971","28","9708054.0","1","27","12"
"1972","11","9710087.0","1","10","5"
"1973","8","9909142.0","1","7","4"
"1974","8","9904047.0","1","7","5"
"1975","3","9910002.0","1","2","1"
"1976","3047","9908139.0","1","3046","1429"
"1977","11392","9503078.0","1","11391","5717"
"1978","5","110176.0","1","4","1"
"1979","21","9411027.0","1","20","9"
"1980","3","7122.0","1","2","2"
"1981","7","9511013.0","1","6","5"
"1982","15","9401093.0","1","14","5"
"1983","9","9411027.0","1","8","4"
"1984","2","9602013.0","1","1","1"
"1985","9","9408001.0","1","8","6"
"1986","1133","9908106.0","1","1132","526"
"1987","5","105033.0","1","4","2"
"1988","5","9504144.0","1","4","3"
"1989","2","9911079.0","1","1","1"
"1990","13","3276.0","1","12","5"
"1991","6","9708148.0","1","5","3"
"1992","11","7248.0","1","10","6"
"1993","426","9504032.0","1","425","192"
"1994","2","3283.0","1","1","1"
"1995","1518","9508036.0","1","1517","710"
"1996","1176","9703174.0","1","1175","547"
"1997","160","3288.0","1","159","69"
"1998","303","3288.0","1","302","132"
"1999","163","4083.0","1","162","70"
"2000","9","9310006.0","1","8","7"
"2001","9200","9503069.0","1","9199","4550"
"2002","56","9804072.0","1","55","26"
"2003","514","3290.0","1","513","233"
"2004","12684","9706143.0","1","12683","6423"
"2005","4852","9706143.0","1","4851","2317"
"2006","4865","9706143.0","1","4864","2322"
"2007","4842","9706143.0","1","4841","2312"
"2008","69","9803184.0","1","68","32"
"2009","5","3293.0","1","4","3"
"2010","8","9905077.0","1","7","3"
"2011","24","9703129.0","1","23","13"
"2012","3","9803057.0","1","2","2"
"2013","6","9212114.0","1","5","3"
"2014","11","9912124.0","1","10","3"
"2015","6","4006.0","1","5","3"
"2016","19","9904107.0","1","18","9"
"2017","4","4010.0","1","3","2"
"2018","5","9904206.0","1","4","2"
"2019","3","203212.0","1","2","2"
"2020","2","4012.0","1","1","1"
"2021","2","9608051.0","1","1","1"
"2022","1156","4014.0","1","1155","523"
"2023","3","206181.0","1","2","1"
"2024","1692","9511060.0","1","1691","790"
"2025","2605","5059.0","1","2604","1206"
"2026","19","9912104.0","1","18","9"
"2027","4","4031.0","1","3","2"
"2028","2840","9604195.0","1","2839","1324"
"2029","2","203139.0","1","1","1"
"2030","77","106011.0","1","76","39"
"2031","27","4032.0","1","26","13"
"2032","2","209169.0","1","1","1"
"2033","2","9711152.0","1","1","1"
"2034","7277","9705059.0","1","7276","3549"
"2035","1421","9904097.0","1","1420","631"
"2036","2","9810082.0","1","1","1"
"2037","491","9305020.0","1","490","211"
"2038","9","9611051.0","1","8","4"
"2039","2","4046.0","1","1","1"
"2040","28","9703020.0","1","27","13"
"2041","14","9706133.0","1","13","8"
"2042","2","9912041.0","1","1","1"
"2043","900","4048.0","1","899","402"
"2044","3","12264.0","1","2","1"
"2045","9","9804135.0","1","8","4"
"2046","9113","9605229.0","1","9112","4513"
"2047","1110","9502032.0","1","1109","519"
"2048","10991","9507057.0","1","10990","5512"
"2049","6","9907122.0","1","5","2"
"2050","2","9704048.0","1","1","1"
"2051","2","304130.0","1","1","1"
"2052","754","4065.0","1","753","345"
"2053","10","9805179.0","1","9","5"
"2054","101","9512183.0","1","100","45"
"2055","9605","9403073.0","1","9604","4745"
"2056","9570","9406020.0","1","9569","4727"
"2057","104","9501005.0","1","103","47"
"2058","9315","9505091.0","1","9314","4634"
"2059","238","9512182.0","1","237","112"
"2060","9400","9412108.0","1","9399","4645"
"2061","2256","9509027.0","1","2255","1050"
"2062","14","9610224.0","1","13","8"
"2063","9627","9211102.0","1","9626","4753"
"2064","8","9809001.0","1","7","2"
"2065","1548","108009.0","1","1547","739"
"2066","3132","9605220.0","1","3131","1465"
"2067","28","102010.0","1","27","14"
"2068","11251","9603069.0","1","11250","5672"
"2069","9197","9603069.0","1","9196","4581"
"2070","11346","9801070.0","1","11345","5727"
"2071","7283","9310011.0","1","7282","3531"
"2072","9","4078.0","1","8","3"
"2073","8","9703071.0","1","7","1"
"2074","13","9607037.0","1","12","4"
"2075","9","9703071.0","1","8","2"
"2076","10","9702088.0","1","9","2"
"2077","2","4082.0","1","1","1"
"2078","7786","9702067.0","1","7785","3822"
"2079","7777","9702067.0","1","7776","3819"
"2080","33","9801046.0","1","32","17"
"2081","39","9801046.0","1","38","20"
"2082","29","9804050.0","1","28","15"
"2083","938","4092.0","1","937","426"
"2084","2","9907103.0","1","1","1"
"2085","320","9709109.0","1","319","142"
"2086","298","9801024.0","1","297","130"
"2087","298","9502083.0","1","297","130"
"2088","290","9805153.0","1","289","127"
"2089","39","9911242.0","1","38","14"
"2090","255","9509173.0","1","254","116"
"2091","315","9910251.0","1","314","129"
"2092","10","4130.0","1","9","5"
"2093","6","103019.0","1","5","3"
"2094","1685","9702087.0","1","1684","802"
"2095","2","9049.0","1","1","1"
"2096","2","9906213.0","1","1","1"
"2097","2","9906213.0","1","1","1"
"2098","564","109076.0","1","563","247"
